words,freq
recorda,4.2927666881305e-4
resta,4.2927666881305e-4
tera,4.2927666881305e-4
blanca,4.078128353723975e-4
continua,4.078128353723975e-4
deside,4.078128353723975e-4
internasional,4.078128353723975e-4
longa,4.078128353723975e-4
nion,4.078128353723975e-4
parti,4.078128353723975e-4
regarda,4.078128353723975e-4
santa,4.078128353723975e-4
susede,4.078128353723975e-4
vino,4.078128353723975e-4
xef,4.078128353723975e-4
ami,3.86349001931745e-4
bonveni,3.86349001931745e-4
colie,3.86349001931745e-4
espera,3.86349001931745e-4
fenetra,3.86349001931745e-4
franses,3.86349001931745e-4
jardin,3.86349001931745e-4
lava,3.86349001931745e-4
parola,3.86349001931745e-4
problem,3.86349001931745e-4
reveni,3.86349001931745e-4
rusia,3.86349001931745e-4
sala,3.86349001931745e-4
soldi,3.86349001931745e-4
sorti,3.86349001931745e-4
xines,3.86349001931745e-4
catura,3.648851684910925e-4
encontra,3.648851684910925e-4
esiste,3.648851684910925e-4
estra,3.648851684910925e-4
frate,3.648851684910925e-4
lasa,3.648851684910925e-4
modo,3.648851684910925e-4
nase,3.648851684910925e-4
note,3.648851684910925e-4
perde,3.648851684910925e-4
su,3.648851684910925e-4
table,3.648851684910925e-4
teme,3.648851684910925e-4
aira,3.4342133505044003e-4
america,3.4342133505044003e-4
amis,3.4342133505044003e-4
ariva,3.4342133505044003e-4
corpo,3.4342133505044003e-4
crese,3.4342133505044003e-4
cuatro,3.4342133505044003e-4
custa,3.4342133505044003e-4
enebriada,3.4342133505044003e-4
escuta,3.4342133505044003e-4
espeta,3.4342133505044003e-4
este,3.4342133505044003e-4
flores,3.4342133505044003e-4
joven,3.4342133505044003e-4
mil,3.4342133505044003e-4
plen,3.4342133505044003e-4
portuges,3.4342133505044003e-4
sei,3.4342133505044003e-4
sidra,3.4342133505044003e-4
siete,3.4342133505044003e-4
simple,3.4342133505044003e-4
strada,3.4342133505044003e-4
talietas,3.4342133505044003e-4
to,3.4342133505044003e-4
verde,3.4342133505044003e-4
vila,3.4342133505044003e-4
vola,3.4342133505044003e-4
atletas,3.219575016097875e-4
bre,3.219575016097875e-4
cisa,3.219575016097875e-4
clui,3.219575016097875e-4
color,3.219575016097875e-4
core,3.219575016097875e-4
dansa,3.219575016097875e-4
engles,3.219575016097875e-4
jornal,3.219575016097875e-4
lfn,3.219575016097875e-4
masca,3.219575016097875e-4
max,3.219575016097875e-4
move,3.219575016097875e-4
oblida,3.219575016097875e-4
pas,3.219575016097875e-4
polisia,3.219575016097875e-4
popla,3.219575016097875e-4
pronto,3.219575016097875e-4
tom'u,3.219575016097875e-4
variosa,3.219575016097875e-4
ambos,3.00493668169135e-4
apare,3.00493668169135e-4
ecipo,3.00493668169135e-4
gas,3.00493668169135e-4
grupo,3.00493668169135e-4
istoria,3.00493668169135e-4
local,3.00493668169135e-4
london,3.00493668169135e-4
nosa,3.00493668169135e-4
propre,3.00493668169135e-4
sesa,3.00493668169135e-4
sete,3.00493668169135e-4
siamo,3.00493668169135e-4
sistem,3.00493668169135e-4
via,3.00493668169135e-4
york,3.00493668169135e-4
belia,2.790298347284825e-4
compartida,2.790298347284825e-4
computador,2.790298347284825e-4
construida,2.790298347284825e-4
corea,2.790298347284825e-4
crea,2.790298347284825e-4
donce,2.790298347284825e-4
eda,2.790298347284825e-4
europa,2.790298347284825e-4
fada,2.790298347284825e-4
foco,2.790298347284825e-4
frase,2.790298347284825e-4
fura,2.790298347284825e-4
lenio,2.790298347284825e-4
lenta,2.790298347284825e-4
pardona,2.790298347284825e-4
poca,2.790298347284825e-4
presidente,2.790298347284825e-4
reseta,2.790298347284825e-4
serta,2.790298347284825e-4
solitar,2.790298347284825e-4
sposa,2.790298347284825e-4
supra,2.790298347284825e-4
tarda,2.790298347284825e-4
tatoeba,2.790298347284825e-4
temprana,2.790298347284825e-4
ueste,2.790298347284825e-4
acorda,2.5756600128783e-4
animales,2.5756600128783e-4
ata,2.5756600128783e-4
avia,2.5756600128783e-4
boteca,2.5756600128783e-4
broma,2.5756600128783e-4
clima,2.5756600128783e-4
colpa,2.5756600128783e-4
completa,2.5756600128783e-4
costa,2.5756600128783e-4
desembre,2.5756600128783e-4
deutx,2.5756600128783e-4
disputa,2.5756600128783e-4
fio,2.5756600128783e-4
fria,2.5756600128783e-4
governa,2.5756600128783e-4
grave,2.5756600128783e-4
idea,2.5756600128783e-4
imperor,2.5756600128783e-4
inonda,2.5756600128783e-4
intelijente,2.5756600128783e-4
io,2.5756600128783e-4
jala,2.5756600128783e-4
lula,2.5756600128783e-4
malada,2.5756600128783e-4
menti,2.5756600128783e-4
mera,2.5756600128783e-4
merveliosa,2.5756600128783e-4
mi,2.5756600128783e-4
mur,2.5756600128783e-4
ne,2.5756600128783e-4
negra,2.5756600128783e-4
nucleal,2.5756600128783e-4
odia,2.5756600128783e-4
otras,2.5756600128783e-4
ovo,2.5756600128783e-4
partisipa,2.5756600128783e-4
permete,2.5756600128783e-4
plora,2.5756600128783e-4
porte,2.5756600128783e-4
simil,2.5756600128783e-4
supramercato,2.5756600128783e-4
tomates,2.5756600128783e-4
aseta,2.361021678471775e-4
basa,2.361021678471775e-4
calda,2.361021678471775e-4
capital,2.361021678471775e-4
comeda,2.361021678471775e-4
conteni,2.361021678471775e-4
crise,2.361021678471775e-4
declara,2.361021678471775e-4
dio,2.361021678471775e-4
dudes,2.361021678471775e-4
esperia,2.361021678471775e-4
felice,2.361021678471775e-4
fias,2.361021678471775e-4
futbal,2.361021678471775e-4
grasias,2.361021678471775e-4
i,2.361021678471775e-4
intende,2.361021678471775e-4
invia,2.361021678471775e-4
italia,2.361021678471775e-4
lei,2.361021678471775e-4
lete,2.361021678471775e-4
longo,2.361021678471775e-4
nomi,2.361021678471775e-4
oserva,2.361021678471775e-4
posible,2.361021678471775e-4
senta,2.361021678471775e-4
seria,2.361021678471775e-4
sinifia,2.361021678471775e-4
sinistra,2.361021678471775e-4
sore,2.361021678471775e-4
trae,2.361021678471775e-4
tufa,2.361021678471775e-4
turces,2.361021678471775e-4
visita,2.361021678471775e-4
vivente,2.361021678471775e-4
voi,2.361021678471775e-4
2013,2.14638334406525e-4
afin,2.14638334406525e-4
ajunta,2.14638334406525e-4
animal,2.14638334406525e-4
aparato,2.14638334406525e-4
apena,2.14638334406525e-4
arbores,2.14638334406525e-4
arco,2.14638334406525e-4
boca,2.14638334406525e-4
brun,2.14638334406525e-4
conoseda,2.14638334406525e-4
coreta,2.14638334406525e-4
cuantia,2.14638334406525e-4
da,2.14638334406525e-4
denova,2.14638334406525e-4
direta,2.14638334406525e-4
eglesa,2.14638334406525e-4
empapada,2.14638334406525e-4
espaniol,2.14638334406525e-4
esplode,2.14638334406525e-4
frans,2.14638334406525e-4
leva,2.14638334406525e-4
lundi,2.14638334406525e-4
mares,2.14638334406525e-4
milion,2.14638334406525e-4
natural,2.14638334406525e-4
neva,2.14638334406525e-4
oras,2.14638334406525e-4
otel,2.14638334406525e-4
oto,2.14638334406525e-4
pel,2.14638334406525e-4
pesosa,2.14638334406525e-4
preparada,2.14638334406525e-4
resente,2.14638334406525e-4
resulta,2.14638334406525e-4
rie,2.14638334406525e-4
rompe,2.14638334406525e-4
rompeda,2.14638334406525e-4
rusce,2.14638334406525e-4
securia,2.14638334406525e-4
situa,2.14638334406525e-4
solve,2.14638334406525e-4
sta,2.14638334406525e-4
stato,2.14638334406525e-4
testa,2.14638334406525e-4
velia,2.14638334406525e-4
veria,2.14638334406525e-4
vinse,2.14638334406525e-4
acusa,1.931745009658725e-4
arbor,1.931745009658725e-4
atesta,1.931745009658725e-4
bal,1.931745009658725e-4
bebe,1.931745009658725e-4
brosa,1.931745009658725e-4
bus,1.931745009658725e-4
capas,1.931745009658725e-4
carne,1.931745009658725e-4
caxa,1.931745009658725e-4
comenta,1.931745009658725e-4
defende,1.931745009658725e-4
diferente,1.931745009658725e-4
elefante,1.931745009658725e-4
eu,1.931745009658725e-4
fali,1.931745009658725e-4
favoreda,1.931745009658725e-4
femes,1.931745009658725e-4
gala,1.931745009658725e-4
gatos,1.931745009658725e-4
in,1.931745009658725e-4
interesante,1.931745009658725e-4
libre,1.931745009658725e-4
major,1.931745009658725e-4
maladia,1.931745009658725e-4
mascas,1.931745009658725e-4
mesura,1.931745009658725e-4
nasional,1.931745009658725e-4
numero,1.931745009658725e-4
omes,1.931745009658725e-4
orolojo,1.931745009658725e-4
paia,1.931745009658725e-4
paises,1.931745009658725e-4
pasifica,1.931745009658725e-4
pinti,1.931745009658725e-4
plaia,1.931745009658725e-4
pone,1.931745009658725e-4
profonda,1.931745009658725e-4
promete,1.931745009658725e-4
reposa,1.931745009658725e-4
sangue,1.931745009658725e-4
semanas,1.931745009658725e-4
sono,1.931745009658725e-4
sporte,1.931745009658725e-4
sposi,1.931745009658725e-4
stranjer,1.931745009658725e-4
strumento,1.931745009658725e-4
sufri,1.931745009658725e-4
te,1.931745009658725e-4
tradui,1.931745009658725e-4
trema,1.931745009658725e-4
turiste,1.931745009658725e-4
ultima,1.931745009658725e-4
vileta,1.931745009658725e-4
virus,1.931745009658725e-4
vosa,1.931745009658725e-4
xerca,1.931745009658725e-4
2016,1.7171066752522002e-4
28,1.7171066752522002e-4
alora,1.7171066752522002e-4
amini,1.7171066752522002e-4
ateni,1.7171066752522002e-4
campion,1.7171066752522002e-4
casas,1.7171066752522002e-4
caso,1.7171066752522002e-4
casos,1.7171066752522002e-4
causada,1.7171066752522002e-4
composada,1.7171066752522002e-4
descovre,1.7171066752522002e-4
deutxland,1.7171066752522002e-4
dole,1.7171066752522002e-4
duta,1.7171066752522002e-4
egal,1.7171066752522002e-4
enerjia,1.7171066752522002e-4
entra,1.7171066752522002e-4
envia,1.7171066752522002e-4
estate,1.7171066752522002e-4
fas,1.7171066752522002e-4
ferida,1.7171066752522002e-4
fida,1.7171066752522002e-4
fodeda,1.7171066752522002e-4
frecuente,1.7171066752522002e-4
frutas,1.7171066752522002e-4
gida,1.7171066752522002e-4
imajes,1.7171066752522002e-4
insetos,1.7171066752522002e-4
intera,1.7171066752522002e-4
investiga,1.7171066752522002e-4
jigante,1.7171066752522002e-4
joan,1.7171066752522002e-4
letera,1.7171066752522002e-4
maior,1.7171066752522002e-4
manca,1.7171066752522002e-4
materia,1.7171066752522002e-4
merita,1.7171066752522002e-4
miliones,1.7171066752522002e-4
minuto,1.7171066752522002e-4
nivel,1.7171066752522002e-4
noi,1.7171066752522002e-4
normal,1.7171066752522002e-4
ocupada,1.7171066752522002e-4
ordina,1.7171066752522002e-4
oscur,1.7171066752522002e-4
partes,1.7171066752522002e-4
perilosa,1.7171066752522002e-4
plantas,1.7171066752522002e-4
portasene,1.7171066752522002e-4
prefere,1.7171066752522002e-4
presente,1.7171066752522002e-4
problemes,1.7171066752522002e-4
questo,1.7171066752522002e-4
razona,1.7171066752522002e-4
reporta,1.7171066752522002e-4
roma,1.7171066752522002e-4
ses,1.7171066752522002e-4
spirito,1.7171066752522002e-4
stelas,1.7171066752522002e-4
tempesta,1.7171066752522002e-4
tren,1.7171066752522002e-4
triste,1.7171066752522002e-4
trovada,1.7171066752522002e-4
xicos,1.7171066752522002e-4
2,1.502468340845675e-4
31,1.502468340845675e-4
adulte,1.502468340845675e-4
al,1.502468340845675e-4
amo,1.502468340845675e-4
asia,1.502468340845675e-4
asoluta,1.502468340845675e-4
atas,1.502468340845675e-4
autorespondente,1.502468340845675e-4
barcon,1.502468340845675e-4
boni,1.502468340845675e-4
brode,1.502468340845675e-4
canal,1.502468340845675e-4
cara,1.502468340845675e-4
cilometres,1.502468340845675e-4
clar,1.502468340845675e-4
coaveni,1.502468340845675e-4
comanda,1.502468340845675e-4
compania,1.502468340845675e-4
corente,1.502468340845675e-4
covre,1.502468340845675e-4
critica,1.502468340845675e-4
destra,1.502468340845675e-4
dirije,1.502468340845675e-4
elefen,1.502468340845675e-4
eletrica,1.502468340845675e-4
esamina,1.502468340845675e-4
evidente,1.502468340845675e-4
forma,1.502468340845675e-4
franca,1.502468340845675e-4
ideas,1.502468340845675e-4
indica,1.502468340845675e-4
informa,1.502468340845675e-4
inverno,1.502468340845675e-4
japanes,1.502468340845675e-4
ken,1.502468340845675e-4
lado,1.502468340845675e-4
lansa,1.502468340845675e-4
latina,1.502468340845675e-4
lege,1.502468340845675e-4
libri,1.502468340845675e-4
lista,1.502468340845675e-4
lojical,1.502468340845675e-4
louisiana,1.502468340845675e-4
luna,1.502468340845675e-4
magra,1.502468340845675e-4
manico,1.502468340845675e-4
manteni,1.502468340845675e-4
medalia,1.502468340845675e-4
metal,1.502468340845675e-4
miles,1.502468340845675e-4
minutos,1.502468340845675e-4
misca,1.502468340845675e-4
nesesada,1.502468340845675e-4
nove,1.502468340845675e-4
nozas,1.502468340845675e-4
ocupa,1.502468340845675e-4
ofisial,1.502468340845675e-4
orania,1.502468340845675e-4
oro,1.502468340845675e-4
ospital,1.502468340845675e-4
paris,1.502468340845675e-4
pelo,1.502468340845675e-4
petra,1.502468340845675e-4
pex,1.502468340845675e-4
pexes,1.502468340845675e-4
prefereda,1.502468340845675e-4
prison,1.502468340845675e-4
proposa,1.502468340845675e-4
punto,1.502468340845675e-4
pur,1.502468340845675e-4
renunsia,1.502468340845675e-4
retro,1.502468340845675e-4
saturdi,1.502468340845675e-4
savaje,1.502468340845675e-4
segue,1.502468340845675e-4
selebra,1.502468340845675e-4
setembre,1.502468340845675e-4
strana,1.502468340845675e-4
sufisinte,1.502468340845675e-4
sujesta,1.502468340845675e-4
talia,1.502468340845675e-4
taxe,1.502468340845675e-4
umanas,1.502468340845675e-4
util,1.502468340845675e-4
valuosa,1.502468340845675e-4
vasta,1.502468340845675e-4
vende,1.502468340845675e-4
venerdi,1.502468340845675e-4
venta,1.502468340845675e-4
zica,1.502468340845675e-4
2018,1.28783000643915e-4
21,1.28783000643915e-4
akihito,1.28783000643915e-4
altas,1.28783000643915e-4
amañ,1.28783000643915e-4
amatrice,1.28783000643915e-4
aniversario,1.28783000643915e-4
aparte,1.28783000643915e-4
aspeta,1.28783000643915e-4
asurda,1.28783000643915e-4
ataca,1.28783000643915e-4
balgarsce,1.28783000643915e-4
barco,1.28783000643915e-4
bastante,1.28783000643915e-4
batalia,1.28783000643915e-4
ben,1.28783000643915e-4
bomba,1.28783000643915e-4
cartas,1.28783000643915e-4
cavalo,1.28783000643915e-4
chelsea,1.28783000643915e-4
compara,1.28783000643915e-4
comunica,1.28783000643915e-4
construi,1.28783000643915e-4
contenador,1.28783000643915e-4
continente,1.28783000643915e-4
cruel,1.28783000643915e-4
cultur,1.28783000643915e-4
curor,1.28783000643915e-4
del,1.28783000643915e-4
desapare,1.28783000643915e-4
descrive,1.28783000643915e-4
desinia,1.28783000643915e-4
destrui,1.28783000643915e-4
developa,1.28783000643915e-4
di,1.28783000643915e-4
direto,1.28783000643915e-4
dro,1.28783000643915e-4
duple,1.28783000643915e-4
emile,1.28783000643915e-4
enorme,1.28783000643915e-4
eruga,1.28783000643915e-4
esplica,1.28783000643915e-4
estis,1.28783000643915e-4
fema,1.28783000643915e-4
final,1.28783000643915e-4
flue,1.28783000643915e-4
foresta,1.28783000643915e-4
fortuna,1.28783000643915e-4
frases,1.28783000643915e-4
fumi,1.28783000643915e-4
imajina,1.28783000643915e-4
importa,1.28783000643915e-4
impulsiva,1.28783000643915e-4
impulsivo,1.28783000643915e-4
incluinte,1.28783000643915e-4
infinita,1.28783000643915e-4
inisial,1.28783000643915e-4
instrui,1.28783000643915e-4
italian,1.28783000643915e-4
jersey,1.28783000643915e-4
jubila,1.28783000643915e-4
ke,1.28783000643915e-4
lago,1.28783000643915e-4
lat,1.28783000643915e-4
le,1.28783000643915e-4
leto,1.28783000643915e-4
lì,1.28783000643915e-4
licuida,1.28783000643915e-4
loro,1.28783000643915e-4
manhattan,1.28783000643915e-4
manos,1.28783000643915e-4
mercurdi,1.28783000643915e-4
momento,1.28783000643915e-4
morinte,1.28783000643915e-4
nega,1.28783000643915e-4
nomes,1.28783000643915e-4
ofisiores,1.28783000643915e-4
ojeto,1.28783000643915e-4
opina,1.28783000643915e-4
organiza,1.28783000643915e-4
papiamentu,1.28783000643915e-4
parce,1.28783000643915e-4
pasatempo,1.28783000643915e-4
paso,1.28783000643915e-4
pedes,1.28783000643915e-4
peregrinores,1.28783000643915e-4
pinta,1.28783000643915e-4
polisior,1.28783000643915e-4
primavera,1.28783000643915e-4
proteje,1.28783000643915e-4
realia,1.28783000643915e-4
rede,1.28783000643915e-4
regulas,1.28783000643915e-4
restorante,1.28783000643915e-4
revade,1.28783000643915e-4
rin,1.28783000643915e-4
rituo,1.28783000643915e-4
salon,1.28783000643915e-4
salta,1.28783000643915e-4
scema,1.28783000643915e-4
secur,1.28783000643915e-4
senior,1.28783000643915e-4
sentral,1.28783000643915e-4
serebro,1.28783000643915e-4
serie,1.28783000643915e-4
siensa,1.28783000643915e-4
sonia,1.28783000643915e-4
stanno,1.28783000643915e-4
state,1.28783000643915e-4
stela,1.28783000643915e-4
stomaco,1.28783000643915e-4
suposa,1.28783000643915e-4
surfas,1.28783000643915e-4
swe,1.28783000643915e-4
telefon,1.28783000643915e-4
teleta,1.28783000643915e-4
teni,1.28783000643915e-4
tio,1.28783000643915e-4
tom'a,1.28783000643915e-4
tom'la,1.28783000643915e-4
tomo,1.28783000643915e-4
tore,1.28783000643915e-4
trematera,1.28783000643915e-4
usante,1.28783000643915e-4
valua,1.28783000643915e-4
verje,1.28783000643915e-4
vista,1.28783000643915e-4
vuole,1.28783000643915e-4
16,1.073191672032625e-4
20,1.073191672032625e-4
29,1.073191672032625e-4
5,1.073191672032625e-4
6,1.073191672032625e-4
abitua,1.073191672032625e-4
abrida,1.073191672032625e-4
africa,1.073191672032625e-4
agosto,1.073191672032625e-4
alas,1.073191672032625e-4
alfabetal,1.073191672032625e-4
alo,1.073191672032625e-4
amira,1.073191672032625e-4
andare,1.073191672032625e-4
antica,1.073191672032625e-4
april,1.073191672032625e-4
area,1.073191672032625e-4
aresta,1.073191672032625e-4
asconde,1.073191672032625e-4
asente,1.073191672032625e-4
ativia,1.073191672032625e-4
atlantica,1.073191672032625e-4
autoriosas,1.073191672032625e-4
azul,1.073191672032625e-4
bach,1.073191672032625e-4
bandera,1.073191672032625e-4
barata,1.073191672032625e-4
barcones,1.073191672032625e-4
basas,1.073191672032625e-4
bir,1.073191672032625e-4
bosce,1.073191672032625e-4
brasileras,1.073191672032625e-4
braso,1.073191672032625e-4
briliante,1.073191672032625e-4
buco,1.073191672032625e-4
calma,1.073191672032625e-4
camera,1.073191672032625e-4
canes,1.073191672032625e-4
carta,1.073191672032625e-4
cexa,1.073191672032625e-4
chi,1.073191672032625e-4
colores,1.073191672032625e-4
colorosa,1.073191672032625e-4
conclui,1.073191672032625e-4
condena,1.073191672032625e-4
condui,1.073191672032625e-4
construidas,1.073191672032625e-4
coraje,1.073191672032625e-4
cosina,1.073191672032625e-4
culpa,1.073191672032625e-4
dan,1.073191672032625e-4
dei,1.073191672032625e-4
desapone,1.073191672032625e-4
descomuta,1.073191672032625e-4
destruida,1.073191672032625e-4
diretos,1.073191672032625e-4
distante,1.073191672032625e-4
dulse,1.073191672032625e-4
dur,1.073191672032625e-4
economial,1.073191672032625e-4
eleje,1.073191672032625e-4
england,1.073191672032625e-4
erante,1.073191672032625e-4
eras,1.073191672032625e-4
esata,1.073191672032625e-4
estende,1.073191672032625e-4
evade,1.073191672032625e-4
falsa,1.073191672032625e-4
fame,1.073191672032625e-4
famosa,1.073191672032625e-4
fatigada,1.073191672032625e-4
febrero,1.073191672032625e-4
felisia,1.073191672032625e-4
fenetras,1.073191672032625e-4
fisical,1.073191672032625e-4
flota,1.073191672032625e-4
formi,1.073191672032625e-4
fuji,1.073191672032625e-4
furor,1.073191672032625e-4
grado,1.073191672032625e-4
iaue,1.073191672032625e-4
interesa,1.073191672032625e-4
irita,1.073191672032625e-4
isola,1.073191672032625e-4
istorial,1.073191672032625e-4
jaca,1.073191672032625e-4
janero,1.073191672032625e-4
jira,1.073191672032625e-4
joia,1.073191672032625e-4
jovenia,1.073191672032625e-4
jubilores,1.073191672032625e-4
kellner,1.073191672032625e-4
lamenta,1.073191672032625e-4
lampa,1.073191672032625e-4
larga,1.073191672032625e-4
leteras,1.073191672032625e-4
li,1.073191672032625e-4
lia,1.073191672032625e-4
lupo,1.073191672032625e-4
mamal,1.073191672032625e-4
mano,1.073191672032625e-4
martedi,1.073191672032625e-4
matada,1.073191672032625e-4
medios,1.073191672032625e-4
menses,1.073191672032625e-4
meri,1.073191672032625e-4
metodo,1.073191672032625e-4
metres,1.073191672032625e-4
